tweet,class
khushboo jain this video reminds me of u jaee naik do watch thisðÿ˜‚ðÿ˜‚,1
we may use english but we dont have an official religion and this is a country of christian people this a country of free people,0
you have been outspoken and thats amazing,0
navpreet kaur heyy if u dont like the topic why u come comment on post just stay awy with tards,1
okay leave akshay kumar concentrate on sonus intentions behind the tweet,1
spartans do not have emotions if you want to be in sparta throw your emotion in the garbages of cnbc tv,0
it tragic and should not have happened condolences to the bereaved family but what is happening in our own country specially with our own north eastern people is acceptable,1
jatin makwana bjp said implementing lok pal is impossible why isnt he protesting against them,0
why linux is free and virus proof why microsoft windows so expensive why it is not virus proof why all pc manufaturers prefer microsoft windows over linux,0
how shamelessly indian express has been endorsing leftist view for years and called themself an unbiased media house,1
this guy doesnt know previous sp govt n its leaders r full of goons idiot,1
people who worship cow cannot behead personleave,1
deepak u tell us wat should have been done to get back the black money,1
he is not able to tolerate bcoz he thought that bihar and india is his personal property and he can continue ruling read looting both and he is also angry because the tag of indias number one comedian was also taken from him by kapil sharma so he is really frustrated,1
other small and mid caps like capital trust for example any further rallies,0
know every bjp member giving tributes but till concrete action taken,1
is this our democracy incorrect,1
tatas are industrialist and not businessman so such thing happens,0
this would happen when we hire freshers and tried to take ownership on almost everything without any visionhe hs not only makes a mockery of all delhites who voted him but also showed how to misuse his power all the best coz ur blame game is ur only initiative u hv taken ever since u became cmcrap,1
because islam is the most wrongly portrayed blamed disrespected misinformed religion to nonmuslims by media,1
your problem canbe solved anytime anywhere within hours by bharo sidhi ptjk jyotishi + spin love marriage sotandur dusman chutkara gharkaleshnokrividesh yatrafactory shop losseshelthchildlessall kind of problems,0
stupid stooge of corrupt dynasty days of corrupt dynasty congress and sickular antinationals are now history if an italian woman could rule india for ten years together and looted more than lakhs crores of poor indians what is wrong with modi who is common man elected by the people of india,1
dear sir namaste you have any scholarship schemes for undergraduate students in india if you have any please inform me sir thanking you yours obediently kiran,0
any change is difficult n this one is a tough one its important that go through this process and honestly we dont have a choice but to trust our pm unfortunatly there is not credible opposition opposition is so downmarket so useless full of jokers no credible and weak opposition is also not good for our democracy hope for the best and lets be with pm modi,1
people born with golden spoon shouldnt give statements like this had she seen some struggle to provide a better future for children she would have known the importance of a working lady,1
people who have black money they will hate him people who doesnt have black money they will love pm modi ji ðÿž© ðÿž© ðÿž©,1
think so u have read quran anurag mishra,1
real thought will be revealedðÿ˜…ðÿ˜…ðÿ˜…,0
hello sir i have a question why media play with the our soldier life this fucking congress always bring obstacle in the process i have only one words to says give freehand to our soldiers and media provide clue abut the places then there will be a solution,1
only timeswe mean lifetimedeadline expiresvery easily is it a welcome offer,0
this post isnt about iit at all its about a student who thought he is going to the right place only to realise midway that he wants his destination changed the title and subtitle of the article are misleading the matter and the title are very different and as indians arent good at argumentation anyway even the readers are discussing the title and not the body of the article lol,1
ndtv barkha the congress mirasis has contributed towards changetrp of scam products is zeromanipulating bouquetslet us see ur trp if ur channel is on charge to listeners basis,1
if true this is what india needs innovative and creative not whining ranting complaining and self destructive paranoid comments,0
for betterment of india you join politics and become honest leader and then bark,1
revenue projections have to be owned by minister irrespective of projections that is given by industry that is the only perspective he should think of scenario building and contingencies in case projections that is the business perspective he has to get beyond of self glorification and just own up his budgets,0
raffael is pending raffael cost more than crore means crore raffael with weaponary system already no fund with government to acquire raffael russian ka multirole chopper may be on years credit faciltity for indian defence,0
another jumla from bhartiya jumla party,1
shubhra gupta the biased psychotic cursed creature,1
and be sure if anyone of those people who laughted at this pic met me onceonly one will be survive,0
rose kä±lä±nã§ i know dear i agree with that i always say to reduce decibel point of loud speakers when there are more mosques then of them should only use loud speaker but i hate the way he showed his hypocrisy he has been my fav singer from a long time but the way he targeted us only and said others dont do anything like this is the thing i am against of,1
totally destroyed naxal campwipe out them those are committed heinous attackwhy naxal are not coming in flow of societywhere they grow with country,1
where do you get your wring information from pm teresa may states brexit is brexit she is going ahead with the wish of the british people only the usa election is rigged crooked the whike world knows even egyptian tv states its rigged,0
why nbfc is hit so hard will this be extended further,0
so pak army crossed over to india killed ur army personnel mutilated their bodies and returned unseen,1
people were bullying her for not pursuing career n now she has stated her opinion and people have started judging her its her mentality and opinion that doesnt mean working women consider their kids as puppies if she thinks like this then poor her,1
language is very bad we the voters are still alive to see what is going on if any of the party who will not work we will send them to home dont worry,1
sir pls change the fortune of andhra modi johnny johnny yes papa telling lies yes papa giving spl status no papa,1
if it is to be banned then it should be banned for all other religions as well got it it should be same for all festivals of all religions and as well as daily bhajan do you agree,1
it will not out of the place to mention here kumar vishwas have emerged as a potential stake holder of the post of convenor or president of the aap party today owing to his transparency and capabilities in comparison of kejriwal who had measurably failed at all corner thus he could not be able to keep unity in party at all,1
darshil patel patel parth i think you should also start speakingðÿ˜‚pprem dave,1
bjp mla means super nationalist ðÿ‘ðÿ‘ðÿ‘ no more comments other wise bhakts send pakistsn tag antinational ðÿ–•ðÿ–•ðÿ–•,1
will that reach them in full there comes the real scene,0
demonetization has nothing do with cutting some branches and declare the tree is safe its rather shoveling the deep roots and making sure the base is strong for the tree to grow stronger,0
new job vacancy in bjp they are hiring isi agentsinterested candidate please contact to tadipaar shah and kailash vijayvargiya fekendra candidate abilityhe must be bjp member deshdrohi partybjp+ isi+ isis alliance,1
he tried to do everything but opposition parties not let him to do,0
not only for two wheelers also big threat to four wheelers,0
while most of the indians blv tht india is a highly taxed countryaccording to experts india is a moderately taxed country,0
if mnc s products are tested why not patanjali s baba s licence is divine and others mere mortals god men can not become mnc heads,1
corrupt govt wont stop corruption,1
its the governments duty to do thatnot for me to suggest nor any use now in doing so,1
it is good to see that he is losing mind people have started sensing his selective muteness opportunist,1
if he is slapped by yogi he may land in hospital,1
first raid on mp mla corporaters and other official of all on black money,1
ha ha ðÿ˜ƒ aaptards believe fekriwal can turn delhi into london he has already shown his standard in years people would be better off to have same govt at state and center and then question if things dont work out then like fekriwal no one can say cudnt work due to this person or that person dont think delhites want to listen to all the crap for next years,1
hmmmm i think celebrate put to,0
there will be time buddy you will be pushing the polo gt for failure of engine,0
him allowing it to be aired makes him a shameless rogue huh if he had not allowed it to be aired i wonder what else people like you would be calling him i am not his fan in the least just pointing out the obvious no matter what one may do society and people are gonna throw them in negative light hypocrisy of humans as always,1
ohhhh really mrs shahid kapoor ðÿ˜ no mother wants to leave her kids its just d circumstances that made her to do so hats off to all d working mothers who help to run d family and toil hard to give much better future to their kids,1
you deserve meat of dog,1
if sri lanka can eradicate group like littewhy india can not destroy these naxaliesenough its enoughit is time for their total eradication frm our beautiful nation,1
isnt there a law against loud musicsound beyond certain decibels loudspeakers should not be allowed,1
respects to a lady who fought all odds even in her deathripðÿ™ðÿ™ðÿ™,0
how dare one police officer can argue with senior mla that too of ruling party police cannot insult mla who is elected by the people and has to support his people police officer should be immediately sacked for misbehaviour,1
all the diesel and petrol are being mixed with kerosene so our vehicles do not last,1
rohitji please stop congress spokesmanbecause every debate they are disturb the debate they already exposed by indian people why you are given them importance,1
one thing i want to say dont stick with that fake thing even if it has happened i would say it was required to control the things as you can see even now also few of the muslims are still supporting pak and having fights we as a secular country have no issues if they want to go pak and we are happy to live brotherly with other religions including muslims,1
rolls royce wont even sell their car to someone with a royal enfieldbecause you earn a rolls roycejust simply cant buy it,0
he knows the power of pakistan abd he also knowns that toilets should make first,1
misbehavior of mlas is nothing new in the presence of public they want to show their authority to gain popularity the police was acting as per the law to interfere is like diluting authority of law agencies he could have discussed the issue with the lady officer instead of acting foolishly,1
anna my foot,1
saroj gupta do you have any idea how many people sacrificed selflessly for our independence please be mature and stop blaming,1
what rubbish u r talking aboutmuslimare peaceful the whole worl d is affected by ur peaceful actas far indian muslims are concern its all due to some of ur muslims the whole community comes under lens definitely its wrong but u cant deny that people are there within ur community who endorse pakistan overwhelming and they know that u can do in india and get awaydo any pakistani muslim endorse india he or she will has to make his or her aay to the jannat,1
in order to fail we have to succeed so guys learn my quote leave all this quote punish the punishment reward the reward,0
one and the same thing,0
please get an additional mic to latha venkatesh whilst talking to winners,0
please please go and watch bahubali producer need more to get crore if you do not watch he will hang him self,0
the illness is in your mind take art for art sake you will be fine,1
everybody is tired of doing work people should stop electronical development and start regrowing earth population control and live a peaceful life what will you get having a big house and big cars when theres no space to drive,0
neil khurana nailed it bro,0
first protect uspublic then you go for,1
hopefully sir people like you can bring peace otherwise if you look in the comment box you will find how people easily believe every news shown on tv why not be friends and help each other you people are good at something we are good at somethingwe both can grow together and surely sir the people of both the countries need to know the life before how we used to live together,0
it is shame some mp are not suitable for parliament they only come to be elected for filling their pockets and idiots are paid for doing nothing,1
your words is a huge admission that you were are will remain irrelevant in this country this country no longer supports your version of secularism,1
our country needs to unite and help muslim by not doing politics on this issue this father has shown what india is made of,1
the quantum of gali to modi is directly proportional to black money they have,1
proud of pm modi congress party is dragging the country back,1
modiji hypnotised rbi fm so he speaks and thinks through themslight planning or delay in between phasing out could have been a better solution for the common mannow all are sufferingthanks modijiits gods wish,1
indian soldiers are enough for your if a surgical strike happened dear,1
u mean to say if taurians are eating too much of food it is their tendency then other zodiac people should feel bad,0
i like the comments i am what i am i dont aspire for any authentication of my practice of morality which i kept in sactum sanctorum away from these i never identify my self with any political party its your view that i am bakth blind so on i comment and continue on such posts where its needed so called freedom of speech by presstitues jargon ðÿ˜šðÿ˜šðÿ˜š,1
rss agent anna was is,1
when has jhutistan ever confessed to its animal instinct n butchery beheading has been going on for many yrs now pak has ensured its death soon,1
they are all liar they can not accept wht they doing since,1
do not allow no body to discover you discover yourself be the best selfie of yourself,0
direct information from bajaj its not bike launch event d,1
rahim rahim you make it sound as if pork is divine in your culture and that is why you abstain from eating it infact beef and pork are not eaten by hindus and muslims respectively for totally different reasons,0
working or not working is a personal choicethe way mira minds people having judgements about her being a house maker the same way she shouldnt be judgemental about women who work after having babies working after babies no where means these women love their kids any less than shesome dont have a choice due to financial constraintsome choose it because they want toas simple as that,1
contours of corruption is decoded just decoding what,0
yeah the country sellers passed the lokpal but country savers are not able to implement it,1
good lets welcome new entrants since times are changing that too our indian company,0
zen desk is still there in market woow thats surprising,0
thanks for sharing this event live because bajaj webcast fails,0
jio will only work on phones while the data is on and the phone is its bound to failits the most crap serviceplus all other companies have rival offers which are better,1
good that market has come down to sensible levelthe strong hand thought earlier will vanishgood for small investorsgovtshould also think about demonitisation of and also,0
do rss represents all hindus in india,0
abhijeet ravi yechuri dont have an option than to rest in his laurels,0
markets will crash in november wait to buy at lower levels,0
sachin dattatray dhankude says that if by going symbolless he is successful in bringing about a rule that will write off symbols for election candidates he is ready to take on the risk as it will fulfill his â€œlarger aimâ€,0
what a shamehe dont have any comment so said in front of mediawat receive via wats up,0
muslim living in india are totallly differnt from muslim lving other part of world they r more sensable and educated but one such decisions from old man allow others to think how indians reacts to terrorism,1
best men to serve in the absence period,0
i support his speech rss is divider of country they do not want to stay peace in india communal,1
this old man has nothing in his mind he doesnt understand politics in india whatever little success he got earlier was because of ak and other now try to agitate for jonlokpal bjp will crush you doesnt have courage to stand up and speak against bjp,1
thank you very much for making us proud to both the lady,0
if i see a girl in advertise regarding speed of ariel speed i kill her,1
all drama even modi dragged her mother in this for sympathyempathy,1
live | nse à¤¸à¥‡ pehlakadam season grand finale,0
and whom to blame for rising violence against minorities,1
u can hate indian government for ur personal reason but they are trying to make a change and are successful to some extend appreciate it dont be an idiot,1
first seize all guns from north india,1
rohit sardana stop shedding crocodile tears your debate is only for trp and exhibit your vocabulary in tv debates every one is sitting in tv as much you are sitting stop this rant tv mae baitke go to their office and talk without camera and note down the same and read in front of your tv,1
let me guess those accused must be the khans of bollywood the only meaningful statement in your comment is great movie baahubali,0
very good ðÿ‘ as it will help to deliver smart trafic management system through community trafic with lots of health care benifits for all at all ages with reduced air pollution ðÿ‘ trrades will not be effected âœ”,0
no single person company can fund such a huge sum it means that the producers will form a consortium to borrow funds from the public or the banks which means that you and i being a depositor or a investor will be bearing the credit risk of this project for one this can never be successful becoz mahabharatha is not a novel it is an epic of the heroic age nor india has a market to make it successful dangals gross is only some cr ultimately we will be the losers,1
can anyone say with conviction the benefits of using loudspeakers in the name of religion hinduismislam or any other which on the other hand does harass and hassle others,1
why we have to west time scrap loc ceasefire accords nda start surgical strike,0
hell i thanked god for not born in creepy place like up,1
get away you communists ðÿ˜‚ðÿ˜‚ðÿ˜‚ we dont need you you antinationals are a stain on india,1
like modi dumped his wife in century,1
its now clear that pak hostilities naxal hostilities will increase as approaches this is to malign modi create dissatisfaction among voters media will blow it up as usual pls remember both pak naxals r in cahoot with opposition parties of india they r in touch through back channels people should not get confused people must understand this conspiracy stand firmly with modi,0
nothing new about it british had many middle east lands under its control everyone knows tht,0
all those who kill their wives or abandon them have a special place of honor within the bjp,1
demonitization has impacted every sector by and largethough short term,0
stop wasting your time and sell ur urine products to indian by drinking ur urine product india will become strong,1
india has grown faster than china for the past one year china fudges data and is a currency manipulator,0
trying to find a place in indian media for free publicity incompetent person,1
if there is a recession for quarters the whole supply chain faces risk,0
this is just a blame game to fool delhi people aap is not at all good party for india they are urban naxalites who are antiindia,1
every time nawaz govt in trouble these indians come up with some thing why was jindal here met nawaz and now this happens,1
its not debate time its time for action no space for diplomacy action but for militarely action,0
there is no hash tag for human brain pls who ever it is the intellect should be applouded the media and the politicians are running in the same dirty stream,1
he means to say that he has created many opportunitiesðÿ˜œðÿ‘½,0
no cribs just face it and its for some time,0
you read the news the two were patrolling in border pak army no need to enter the india more than metres you think in border army stand in line or those half a million soldiers stand at border literally it is a guerilla attack pak army did genocide in bengal,1
luk whos talking abt cultural talks,1
will there be any impact of the france electionsin our marketand also mcd delhi,0
mr bipin chandra bhatt there is an organization called httpsenmwikipediaorgwikimuslimrashtriyamanch which is under rss i do believe rss is secular,0
so called seculars ruled nation for and they didnt even banned rsslol,1
dear india will u again label todays valley wide protests as paid and ignited by pakistan via social media will u again label all the students having received or inr to protest today on the stake of their career come on grow up talk its too late the situation is worth attention catching,1
we dont know we just wants revenge this is not fare,1
modi only need place to travel and news channel need news for money they just find the problem not actual solution shame on india news channel and india prime minister,1
what about goa please this is for only chaddi dharis have no respect for cow had it been so they would have banned in goa and north east this is only election purpose for and nothing else,1
and you blind bhakths believe that our evms are not tampered with you deserve this d,1
n i spent same price month ago fr ðÿ˜’ðÿ˜’,0
should ongc be bought at this level what could be the long term target,0
i have lot short sell in ultratec cemnt rate what shoud i do,0
if they not involved in corruption and work hard for the welfare of our country then no one can stop them,0
every governmental work or agreement done in the name of president you are so stupid,1
feku modi can only loot india bluff everyone with lies fake promises,1
two aspects offirst a good humane initiativeseconda deadly omenwhere we are headingwhen we cant breathe freelydo we need to purchase machine to breathe and survivesince such installation is not cure for ever growing problem but a warning sign to all of us,1
they have no knowledge of our history and the sacrifices of our leaders there was no cow included people critising our leaders were not even born just trying to protect their hooligans it is a shame to justifice the continued lawlessness,1
seriously what met gala is i have heard of grammys oscars and other shows but never heard of met gala is this a another award show and btw she is new defination of asian beauty in hollywood and making india proud through her work,0
is that not against secularism,0
yes and thank you for not joining aap you would have sold it to the government in power,1
actually v ve better thngs to do dan fighting over religionsay watchng movies togedrvng beef biryani togedrving a sumptuous sadya togederactually no time fr anythng elseðÿ˜€,0
bjp have leaders why ndtv in pain just think about pappu where he is,1
speech is like boring song where you go out and visit wash room,0
why are you so annoyed i dont object your opinion you are free to have having an opinion is not equal to judgingðÿ˜‚ðÿ˜‚ðÿ˜‚ðÿ˜‚ðÿ˜‚ðÿ˜‚ðÿ˜‚ðÿ˜‚ðÿ˜‚ðÿ˜‚ðÿ˜‚ðÿ˜‚ðÿ˜‚ðÿ˜‚ðÿ˜‚,1
i have high hopes lets see how it turns out,0
did u actually listen what he said next move to get regularise the salary of labour,1
very soon we will start seeing edc machine option in cashondelivery option if ecomerce companies has to retain their business,0
very very wrong this stupid survey,1
cc and top speed with ps bajaj is kiddingðÿ˜‚ðÿ˜‚ðÿ˜‚ðÿ˜‚,0
as easytoday feminism is all about male bashing,1
dear friends i had my first meeting with the film makers as i am making a short film how flat buyers to be attentive while booking the flat need your support suggestions as i have initiated taken this bold step please come forward you can i can we all can in solidarity jai hind,0
who needs nsgwe are getting uranium any waysand tech,1
rajnath and meghraj are part of the entire dirty game of demonetisation and have never missed an opportunity of doing flattery where is money which was to be brought back to india from switzerland their boss is repeatedly speaking about with tears in his eyes chamchas have no right to write,1
we are sad for this unfortunate incidence and loosing our warriors govt should and will fight back and give reply to this may god give strength to the family members of the martyrs,1
how many times have ur history books been rewritten ðÿ˜‚ðÿ˜‚ðÿ˜‚ðÿ˜‚ðÿ˜‚,1
people of india enjoy haterism communalismleave world internally we have become stupid economy,1
by the time you recover your capital this sonia will be as old as sonia gandhi lolx,0
wonder why a decent dinner in a decent restaurant can not happen via creditdebit cards,1
let me seehow many muslim men stand up for this poor lady,1
wao really is it a massive win ðÿ˜€ why do you love to fool the public whoever has penned this article,1
no one can replace the caliber and skill of mr ratan tata mistry made mess of things with the result the credibility of tatas brand equity started loosing,0
why are we giving importance to this flop director does he even exist his opinion really matters,0
the international olympic committee ioc and alibaba jointly announced a longterm partnership through,0
i can see some beggars comment asking for lakhs what a shame,1
israels days are short they will burn,1
yes kalpesh jain you have the next bluechip stock edelweiss n ur bet on bharti,0
how does this pm move play out on every single expiry are the markets so easily prone to manipulation,0
why some people are against to every step of modi may be they are having black money,1
what a point pawan kheraeven i have not lost any family member to make this country free then i would not feel the pain of our jawans,1
y u added that things dalit u think those ppls doesnt have u guys change ur attitude than u hav analyse others,1
you are a shame mr mallya did u forget you were a member of the same parliament also not paying employees is a criminal ofense as you take away their basic wages making people starve in poverty and emotionally harasses their family if morality were to previal you should be left in a dark cell with no light for the rest of your life,1
ubi will be become loot provide job like china old russia but no money as ubi dont tax more taxpayers hardly pay col lamba,0
carry out autopsy first may be killed by cross border fires but indians were afraid to fetch them in view of paki fire and animals feasted their flesh,1
awwww congratulations to the lovely couple definitely a dream come true for the two of you ðÿ˜š,0
mr modi pls shut down jnu we dontâ€‹ want our tax payers money to be used for such terrorists,1
good work by mr harish salve salutations to him,0
wow great pak army zindabad feelng proud i thnk jab bat ki team ne indian k soldiers ko maara tab india soldier soo rhe the shayad i think yeh toh sugrical strike ho gai p,1
hello we already waited for years no response so its our turn you just sit and watch,0
funny none of u homos could ans me so again i ask do i have the right to burn qurn bble,1
gnta kuch nhi krenge bs ese hi mrte rhenge fuudu govt he india ki netaao ko kya frk pdta he agr bdla dekhna he to france ka dekho on the spot,1
great we need such type of journalisme â§great,0
then what you will say for not taking kashmir when we won war and war why hindu pandit were killed in kashmir why there is no voice from you when hindus are murdered in muslim majority states wb up all had attacks against hindu i dont see any left muslim or congress crying for that,1
i am happy to see he speaking for the first time in the last yearshe is very smart and intellectual and there is no way anyone can be compared to himwe are so unfortunate to have this kind of people talking for gandhis but not for country,1
in the interest of nation all parties must support passage and implementation of gst bill and defeat the feudal dynastic designs of the congress party for whom sadly individuals are above the nation and above the ethos of the founding fathers of congress party,0
siddharth singh tomaru nailed it bro ðÿ‘,0
thats the gods honest truth she is a loony,1
he is a bjp ian,1
communists vermin were behind partition of india,1
do you think bank nifty upmove is gona continue till this weekly expiry,0
respect at all but make india green and living simple,0
israel is a zionist state that jews happen to have privilege in,0
app wapsi all desh virodhi news channels,1
aap attacks army sides separatists kaviver comes to do cover up then changes his statement mera ye matalb nahi tha dont fool us we are not from delhi,1
i believe maggy is a brand tat capture the consumers psychology,0
till now india is stuck wheather the muslims are nationalist and hindus are secular or not,0
when kerala police themselves indulge in moral policing will these shiv sena goondas lag behind all govts irrespective of political color r ineffective in curbing sexual crimes,1
gail kotak mahindra bank itc very less riskthree upcoming emerging sectors disclosure pls invest only after understanding risk profile,0
he even not deserve to board in train not even to bailgadi,1
what about buerocrats ans minsters of all parties including bjp,1
salute you sir at least you started waiting for the result ðÿ‘ðÿ¼,0
some cases of overdoing are there but in mob it happens,0
what really happened in infibeam today highly volatile today,0
last year tharoor had sought to introduce a private members bill seeking decriminalization of homosexuality however his bid failed twice in lok sabha,0
how soon do you think the will go live in india and the transformation to wireless and paperless workspace,0
why to vote these goonda party vote to modi and bjp,1
shame for u for writing such comment try to have full information before writing this dont support cow smugglers,1
drivers of bus should understand they are putiting their n passangers life in danger,0
y most of the indians are intolerant n violent it is easy to use word destruction it is not war of swords or it will be nuclear war i think your brain is grazing grass,1
if u have someone in ur mind as bheema plz mention let me know,1
no one plays sankh on loudspeaker,1
i expect a resolution on large value npas in arundhati bhattacharya,0
isi and rss is against of secularism and the enemy of nation,1
so what they will do prestitute wont support them if they kill terrorist prestitute support terrorist call our militancy rapist why he serve the nation for because for safety of prestitute office so called secular media ask proof of surgical strike,1
you can not escape from the sin of promoting this useless fellow,1
when cat close its eyes the cat think the world is darkfirst modi need to ban all religious fundamental groups irrespective of any religion,1
was he the lone one involved wt abt d finance ministerofficialsbrokers etc involved,0
dont know about us govt but here in india modi n rss bhakts will do bhajan n kirtans of dtrump as dey found new god in him,1
sonia ji looks like you are not in best health today take care,0
a north indian party that is unpatriotic n spreading hate like the muslims they also have a large base of illiterate hindus who are being frightened that their religion is in danger ha ha ha,1
azaan ali are u sure whos supporting isis when ur people are waving both isis and paki flag both on right and left hand,0
she is a priviledged idiot ðÿ˜‰,1
stop these type of loud speakers,1
its his opinion let him exercise his freedom of expression,1
i m sorry for sing paa g but near bahdr no excuse,0
exceeding of reservation above will be banned by supreme court so shut up foolsand if you all want reservationthen dont talk about not living in a developed country,1
no value of anna,1
actually all rohith supporters are in turn yakub supporters as rohith supported yakubðÿ˜‚ðÿ˜‚ðÿ˜‚,1
hahahadefending thieves what will you do if you have only a pair of bulls to cultivate and they are stolen wont you beat thieves who get caught by doing so,1
cpm are the arabi muslims antiindia terrorist nexus under jnu dirty guys,1
mentaly sick sonushould sing in temple in the morningand will not get disturbed by azaanbesides he can use cow dung in his earsfor the said purpose,1
udhav has shown bjp its placebravo shivsena,1
jay mata di i challenge worldwide all country governments political workers leader change the public court rules regulations law rights now action i have worldwide single powerful economic key i am god volunteer of canada usa united state america oil of xl oil bahadur oil supply for future all asia by bye by bye by bye by,1
it is a democratic country if yogi is so bad people of this country will get a chance very soon need not worry at all then express report total nonsense,1
actually this islamic religion responsible for such a mess up scenario around the world,1
who gave this sutpid survey at band i get max speef of mbs at band i get max speed of mbs but yesterday when i was at jio service center the speed was mbs at band and mbs at band these speed are tested at rampur and delhi cp over oklah speed test to watch movie on youtube at i have use my bsnl network because jio buffer a lot at kbs size now i have given money plz give us some proper speed,1
now wake up what you did in your period please check pm modiji take bold step please support not accuses,0
it is fully responsbilty of nap toal department govern by government public has right to chack goods value after paying currencyit is clear and objectionable offence under indian penale code,0
whole india vl support you except black money ppl vl against you,1
thanks for my nonmuslims bros who condemn sonus tweetbut some people are commenting abt noise pollution n they said that sonus tweet abt noise pollution but one thing i wanna ask them that is musical concerts reducing noise pollution,1
i dont get it how india is priority for india u launched in usa and its costlier then usa price and costlier then hk price y india has to pay extra how india has priority i hope u wont avoid this q,1
killing wife isnt issue in modis ruleissue is triple talaq,1
there is nothing better in this world than being brought up by a working woman working mothers are loved and respected so much more by their kids this is coming from a strong independent daughter of a strong independent mother,1
for going cashless there was no need to ban currency these schemes if launched without demonitization would have also had effect,1
clean up rbi governor and modi immediatelyto save our country,1
how can you say that bro it is the duty of the citizens and the government to care for the minority have you heard if the islamic country bahrain do you know how peaceful its there watch and learn a monarchy so good that gives rights safetycare to all cultures and religions and back in india our home we fight amongst ourselves why eat what you want majority and minority shouldnt matter its not like we are killing people beef for life,1
its performance issue he was putting much efforts on cash mulching tcsno inner politicsdont play trp game,0
i am weak maths in my family plz dont irritate me,0
only life time actor that too cz hes an old legend no doubt he was great bt his era has gone now all hes doing is just timepass,1
you sd take care of farah khan who is out of ur hands idiotchildren are not allowed to tweet over political issue,1
well said sonuyou have courage to stand against dadagiri of muslims,1
hahaha good survey asking people who are any way anti modi and then showing us modi is wrong and did wrong waaah cnbc,0
i wont sing like this to buy this,0
how come u gave tax exempt to political pupil what is the use doing all,1
azam khan you did not object to what kharge had said but has the audacity to pass your filthy comments on pm reply actually it may not be your fault your upbringing is faulty,1
in last yearâ€™s rail budget railway minister suresh prabhu had said that the impact of the pay commission would take the operating ratio to per cent in,0
indian govt is total waste only giving speech they cant do anything really its very sad news,1
hello sir u enjoyed ur tenure n we d people of india also lucky to have governer like u who always thought for d better economy for india hats off to u sir u r for us now n forever salute n respect sir,0
yes anna saved aap from becoming fake like him thanks anna,0
but ajay thomas we have many hindus who believe fall into the north indian illiterate category that really believe hinduism is being attacked is there any country where christians hindus muslims and any religion is seen living in such harmony understanding and peace imagine these fools supporting them and they want others that they dont like beef what a fraud of the first order,1
i m frompakistan and surprised to hear such news coz got same news from indian side some week ago may be just for play to emotions with people of both side my sympathies are with effected families,0
hi sambit patra why india govt not taken any seviour action aignest pakistan,0
these types of maulanas are not the maulanas in itself people who spoke venom against any of the religion will never be right and i am with our cm yogi g ðÿ–’,1
the court has done justice there should not be any restriction ban on food for the human beings to eat look in the west the rest of the world the stores are full of all sorts of food vegetarian non vegetarian beef pork mutton chicken all sorts the choice is there all the customers christians hindus sikhs buddhists jains muslims etc they go to these store buy what they like every one has the freedom to choose to eat they like why india is so intolerant so narrow minded,1
honourable former pm we common people dont know which is plundering work or not but think the demonetization scheme will help country for future development and it is not such plunder like scamcoal blockif you think it will decline gdp and plunder work we will accept it like other,0
our indian fã¼hrer is also obsessed with his religious ideology ours is miles ahead in religious bigotry and kills humans because of his hate,1
that is why you hand our your ladies to north indian kashmiris that too muslims now say national integration very laughable,1
i too was happy when the rioter and plotter of riots were awarded by then govt in gujarat,1
wtt protest ha who tld c there were thousnd people idiit hhahahah and oky iy rss did bandh ha for disturbng studnt while right xam if rss and bjp and supprtng india it shud nt done bandh bt thr bandh was fail no one cared abut the buscollage schoolshop were in there daily work bt the prblm was people afraid of rss terrirts party thy r nt human right thy idiot who cme spoil peacrfull india,1
whether they win any medal or lose every olympians should be treated as same,0
tata cousel no petition to remove cyrus mistry as director of tata sons,0
this is nothing but new fodder for sickulars,1
suraj subramanian you think india is so incapacitated that we dont have any other economist,1
yeah right when you bomb people country leaving them homeless you are indeed doing a favour by the way it shows how much history you and i know the only problem with muslims is they dont break when oppression falls upon them they fight back yeah thats a problem be oppressed muslims are the opposite in palestine kashmir everywhere,1
first finish doggy then attack pakistan dogy is more dangerous than pakistan,1
guys bajaj is indian company y should we sing other song sing indian songs,1
who cares you you old man,1
he is now desh bhakt not criminal alsobcoz he join bjp,1
just clarifying the data has been released by the government right,1
pr gimmick is he responding to each and every victim of triple talaq such pretentiousness is sickening,1
good but why not say it in parliament to hear a counter view,1
aamir shaikh dont worry we will ensure u remain minority till,1
azam may feel ðÿ˜´ tired after election,1
startnot an endneed to look at common man problems and taxes,1
killing people be it sanghi or red cant be an affair of a particular state the left must be made accountable for the killings,1
only dirty politics politicians make a big issue,1
it is essential to be seen as impartial so hinting at delhi govt and ak was necessary for credibility his message is without dispute,0
in the letter mishra claimed that the way aap leaders and volunteers were quick to brand bhardwaj as a bjp worker aroused suspicion that the entire episode was scripted like the past attacks on you kejriwal,0
provide shelter to terrorista person whos entry was banned in uk nd us cz of murder of thousands of muslims is talking about terrorists nd terrorism,1
look dont blame the gun what kind of beer was it,1
apples nearest vendor india for asian market china unsold pieces can also be shifted instantly to india,0
yes dawood is not in pakistan as osama was also not in a very peaceful nation pakistan,0
we need to triple in years not years,0
his frustration of being jobless nowadays pushes in such a deep shock,1
means rajdeep is cooked on daily basis by the home minister howzaat,0
i hope this is not for army officersonly use for killing terrorist,1
congratulations to all participants and winners keep the startup culture onðÿ‘ðÿž‰,0
i am salaried also working with lic as advisor which itr should i be filing,0
