tweet,class
no i couldnt even finish reading this because it is wrong at the base and it is wrong throughout you should really do some research on the different flags there are that are similar,0
indeed there are those who are last who will be first and first who will be last luke guess who will be last in heaven,0
brought to you by william jefferson clinton,0
monkey face man she is scary,1
freedomscout religion poisons the minds of children against logic and truth,1
spayandneuteryourliberals eh depends on your interpretation of fencing,0
michaelmousediscus goreagangobernie doesnt remember where it is,0
but christians are the only reason why you care about gays or tgs you want them in all of our churches of have us pay a huge fine right that is your equal rights,0
if you are in mexico working illegally any mexican can arrest you law enforcement personnel or not,0
rxwhitmer while i empathize with the sentiment and agree that obamas motives are evil the long standing evil of murderous abortion has been a terrible part of the moral decadence in america for years now but even that has been a symptom of the inne,1
wiltonmanors i dont disagree with your point of view about the comments but i can tell you this if we had people at the top who understood the military because they had served or had other alliances with it we would not have such controversial issue,0
honoring pedophiles is long overdue does it have to be liberal pedophiles or do other ones get boats too,1
i pity the sailors that are assigned to the ship,0
wiltonmanors gay rights dont count sorry,1
i hear that this dude michelle plows bong hit barry on a nightly basis,1
no they havent and theyd better not not that id do anything about it but there are a whole lot of people who would obama or no obama his legacy apparently is to be the president who has went against the will of the people who elected him,0
democracymanifest congress shall make no law abridging the freedom of speech i believe the other branches to clearly be implied why dont you,0
mothrasaveus this law will work god made everyone samuel colt made them all equal,0
good to see the conservative hate machine rev up keep it up cons youre quickly becoming irrelevant or is this the christlike behavior youre always talking about,0
did you miss the point of the article this isnt about what we should do it is about unlawfully restricting that which we have a right to do,0
sampatch rivrrodent tygher sure,0
tessaprn delainey liberals want to remove everything that they do not agree with including the constitution,0
oharaj rherpes why did that comment get deleted why dont mexicans do well in the olympics,0
to all the lying liberals who keep saying he was honorably discharged britannicacombiographyharveymilk not according to harvey he wasnt,0
goreagango bernie can feel himself thank you,0
beaucharles sure she did and she was cheering for the rioters,0
sampatch indicthillary that is indeed what the article on the usni web says it is not unusual for the ap to be wrong but usually it favors causes such as this but if he was indeed honorably discharged i apologize to him and withdraw my objection,0
jerseyan sister cleo is that you,0
barryg water buffalo lol perfect,1
does the ship only go in reverse,1
indicthillary sampatch yes i am have fun,0
suesman trillion not including million in interest per year,0
i wonder why the author did not stand up for the rights of those who support international hate groups such as islamic terrorist where does he stand on terrorist like isis recruiting via social media,0
its not a religion its a cult of hate death and destruction,1
why are liberals always against deporting foreign criminals they must support their crimes i guess,0
i always do there is no bigger lie than equal rights for all,0
azolfos why the lies,0
freedomscout thinks the public schools are like pink floyds the wall,0
vote demokkkrat because we believe that global warming is settled science if you put too many people on the island of guam it might flip over and capsize and jews are termites now if we can just figure out which restroom to use,1
lgrngreen larjass rxwhitmer so you admit it your morality is coming from the bible and not science or medicine thank you for making my point,0
elfonshelf oh no need to apologize but you started this after all you made the comment so its up to you to support it this was covered in grade debate class anything else i can help you with today,0
sheltonwa it will take a tsunami to wash the taste out of san frans bay,0
youre becoming far too repetitive,0
clearly the will of the people doesnt matter this is what happens when liberals are in control end the madnesstrump pence,0
delainey how on earth is that ridiculous,0
wisdomkittytransgenders already is since the court failed to require churches to marry gays,1
loarthanvt if you ever see her interact with barackshe definitely wears the pants,0
rxwhitmer except that thats not their actual gender theyre the gender theyre living as,0
treason is as treason does pull down and burn that no good rebel flag its not a god given right to side with treasonfreedom of speech is a constitutional rightgod did not sign the constitution men signed that document in spite of both the crown and the church of england you can have your so called divine right and your divine might our government has neither and never shall it will always be obedient to the citizens of the united states or else,0
the problem was never the law or lack of a law it was the immigrants the politicians let into the country,1
but criticized two measures in the bill that could see people who arent directly involved in the assault punished and foreigners deported for sexual harassment sounds like some german legislators have the same mental disease the democrats and republicans who opposed kates law had deporting people who are not citizens for acting like savages how cruel sarcasm,1
does anyone care about anything about what she cares diversity how about trashy,1
again claiming things ive never said,0
aliennation or it was conservative talk radio a caller into han nity says it and han nity says oh youre right youre right and then they run around to friends and family wringing their hands as the repeat it as fact,0
moochelle nobama takes swipe at trump it sez trump better look out apes have a long reach,1
ah so you know hes right figures,0
carpenoctem keep traveling in this same direction and it will,0
freedomscout larjass sure you do and you look like a foï»¿ol,0
democrats love illegals why you may ask because they can round them up and have them vote in elections only grubers believe there is no voter fraud yes the dead do vote in chicago,1
remove the flag everything im not so sure about i always enjoy napolitano he is usually spot on and unbiased,0
gilshuttlecok i am all for gun control use both hands aim center mass squeeze slowly,0
carpenoctem if obama has his way it will be flying from all of them,0
donald trump supporters maketheunitedstatesgreatagaincom has a trump style hat in republican red for every us state get yours today shipping from east coast usa listed vendor to trump campaign hat of the day make washington great again nobama maga,0
why else do you want sense from me what you need is agreement with a sick lifestyle socialismless for liberals that is normal,1
turnhearts which you push like mad i get so sick of the lie called equal rights,1
you think my name is sharon ok,0
truthishere sampatch humbled mythoughts your tinfoil hat has slipped off and the rays are getting in again,0
any illegal immigrant caught committing any crime or receiving any welfare should be immediately deported biometric scanned and informed if caught in usa without proper paperwork again will be on a trip to prison to work on chaingang fixing our roads etc no ifs ands or buts follow rules or suffer the consequences,0
i just want you to make sense youre saying stuff like transgenders are the new drug be against gays and transgender people all you want but please make sense when you write so others can understand you,0
catholica why do they keep merkel in office the woman is a disaster for germany she knows nothing and does everything to hurt her country,0
its the same subset of people that think scotus passed a law allowing ssm,0
liberals are braindead does that count,0
valannin freedom is hilarious to some a necessity to others our forefathers believed in certain inalienable rights many of us do not laugh at people like you who would pursue perceived safety at the cost of our freedoms we believe in the bill of ri,0
she is just as bad if not worse than her husband good riddance to them both,0
spyderia you are firlmy correct,1
valannin there are no such things as inalienable rights,0
truthishere tygher could you translate that into english for the rest of us,0
in the us gun control is not the answerblack control is the answer,1
criminal illegal aliens isnt that a little redundant i cant believe how dumbed down this country has become,1
married to the worst president in history of this country she really should take a look around the wh and see how oblunder the wonder has divided this country,0
read the topic in question before you blame others for reacting or is that too much work,0
former governor howard dean d vt told the democratic national committee in that â€œwhite folks in the south who drive pickup trucks with confederateflag decals on the back ought to be voting with usâ€ that november dean declared â€œi still want to be the candidate for guys with confederate flags in their pickup trucksâ€ two years later he became chairman of the democratic national committee,0
carpenoctem i am very proud of the america flag maybe you need to learn some more about what occurred under this flag since the first day it was raised you really should stop being so melodramatic not becoming at all,0
this is a religion that condones the treating of women as chattel you let them into your country what did you expect,1
rherpes thats an old one but props for bringing it up during the olympics it makes it contemporary so at least one like for style points,0
just like milk this ship will be full of seamen,1
ericpedersen the flag did not keep blacks from being successful they did it to themselves they have more opporiturity than most white people today and its been over thirty years most blacks will never be successful they do not have the drive to push,1
how does naming a ship after him give gays more clout as you say the navy decided to name this class of ship after people making significant contributions to civil and human rights milk did that for the gay community there are many other class,0
whybotherwithliberals couldnt agree more great comment,0
i remember when i lived in la several years ago the hispanics wanted to make a statement about how much they were needed to do all the jobs so they had what they called day without a mexican where they all stayed home from work in protest totally backfired on them there was no traffic on the freeways unheard of in la all the businesses functioned without issue and all the white people asked when they were gonna have another one,0
pathetic if i was in the navy when the ship comes out id refuse to serve on it this guy was no military anything never served not a key united states government person just a local nobody pathetic,0
puliy duckyy when you dont know whether to stand or sit then you might not know where to take aâ€¦ dump,1
tygher eyeseeit thanks for admitting you lost this argument,0
michelle obama is a man everyone knows that,1
retiredhal bunnysmind dont think so because these muzzieazzholes are battlehardened decades of being kicked by sheep and goats made them numb,1
turnhearts i didnt think so all you know is the talking point on its face you cant ever defend it,0
artitu chucklesm if in an islamic country the raped woman is considered to have dishonored her family and subject to beatings by her family if not subjected to an honor killing,0
tygher were you trying to make a gay reference or call me a monkeyin which case you were again using my post to try and attack you really are incapable of coming up with any original thought,0
sampatch humbled mythoughts like clinton,0
turnhearts nc made itself the poster boy for this repulsive legislation which is why they are being singled out where is the conservative outage over dennis hastert mark foley and larry craig,0
michele obama came out from kitchenis beter to stay there and take brother trumpet with her,1
lithuanian herewith a ggrandmum enslaved by the czar to teach their soon to be dead kids and a cherokee that predated the trail of tears and irish and scottish and maybe even some jewbut that might just be the inherited nose y,1
usmellbad wiltonmanors i know great isnt it,0
lgrngreen larjass rxwhitmer like your morals dont fall into question by getting your info about human se xuality and gender identity from a barbaric ancient middle eastern desert tribe that had no problem with adults marrying children and t,0
even though the woman was lying about the whole thinglol,0
then let them get raped i dont really care go near one of the women in my family though different story,1
rxwhitmergender is not a choice youre born male or female it doesnt change because you think your the opposite,1
vote republican because you ever notice liberals never look workboots,0
liberal elites insulated from these crimes dont care if we get hurt just so they can feel all tolerant and all,0
sampatch rivrrodent tygher when namecalling starts you have lost,0
carpenoctem it is a fact that many blacks owned many slaves that does not make it okay but neither does it make white ownership any worse there are still many blacks owning slaves today just not here,0
another civilized country being destroyed by brown invaders,1
is it really a navy ship or just the san francisco bay fairy,1
chucklesm hot high speed lead is an international language,1
rxwhitmerhaving someone use the bathroom of their actual gender is not discrimination a man who identifies as a woman or vice versa does not mean he is a woman,1
the saddest result perhaps of these political machinations is that children will be influenced to doubt what and who they really are as gods grand creation with inestimable value,1
now we are fighting over a flag some indians are against the american flag where does all this end,0
you are being honest she is not,0
larjass i stand by all of them,0
spyderia barrack insane obama has already had his nuts cut for his transformation after he leaves office,1
its not as long as its not a law a law saying that men can be in the ladies room lets all men come inthat means rapists and pedophiles ive been in ladies rooms and noticed transgendersthey arent what scares merapists an,0
wiltonmanors try bobbling him and asking you are the expert on pedophiles experience counts,0
i agree flying a flag that symbolizes racism perpetuates racism time to take it down,0
catholica is she related to brobama,0
i will miss michelle obama ski when she leaves the white house not,0
larjass i identify with paul the apostle glad to be called a fool for jesus christ,0
oharaj killterrists lol ya i still like it though didnt see it before it was deleted someone else has a great mind lol,0
killterrists he did like millions of mexicans and other illegals have done used a dead person number or made up a number some even use their children number if they were born in the us a fake social security card in phoenix runs about,1
lgrngreen larjass rxwhitmer oh really then where,0
you asked what i was talking about did you not which really meant change the bathrooms,0
it was over the ruling really source,0
seanreed ok adolph when did you get off your medsor into this country for that matter,0
if islam was only hate speech they wouldnt be a problem just an annoyance unfortunately islam preaches teaches demands applauds and rewards violent behavior that is much worse than speech,1
believersknow you are wrong get educated and find out the truth there have been people flying it very sick,0
aliennation freedomscout rxwhitmer which other people that has a hidden meaning and means homosexuals we see that the left faith islam never had to be kind to others in orlando did they it depends a lot on the religion we watc,1
obama is an illegal alien the ss he uses in the white house was issued in connectcut in like to a french national that became a citizen here moved to hawaii in and died in obamma born in british republic of the congo in and moved here illegally and grandmother of white mother was the one in hawaii that collected and destroyed ss s of dead people figure it out from there,1
lgrngreen larjass rxwhitmer your interpretation of the bible is flawed so making you understand anything from it will never happen until you recognize your need for a savior,0
duckyy so the transgender bathroom idea came to obama from experience at home,1
wateriswet wiltonmanors remember christians and the roman empire when christians took over the empire fell,0
archangeljack not as much as you think since hillary will be moving in,0
sampatch indicthillary interestingly i find both comments on various site honorably and less than honorable i will hope that the navy has better presence of mind than naming a ship after someone with a less than,0
barker democracymanifest you miss the whole point you intellectual lightweight freedom is about protecting speechwhether or not you like what is being said,0
rxwhitmer by telling them they cant use the bathroom or facilities of the gender that theyre living as and under medical and mental health guidance to live asas they have been for decades,0
